20	2	27	44	16	5	40
43	9	1	8	45	20	7
1	15	45	16	3	20	33
29	20	7	11	32	37	41
43	39	6	16	15	35	22
27	45	19	16	6	11	4
3	38	16	40	41	43	1
36	18	4	2	43	29	9
20	38	27	32	19	45	22
33	39	29	27	14	6	26
16	23	35	26	29	33	20
3	12	17	23	15	9	29
24	34	17	3	11	1	43
35	42	7	34	11	29	45
23	27	43	25	37	45	13
32	35	36	17	27	39	23
5	20	22	43	45	7	2
3	45	32	43	22	20	33
7	26	27	11	18	15	16
28	22	9	19	38	17	2
12	15	1	22	33	4	43
11	3	17	28	14	12	40
1	27	17	12	24	15	23
37	2	17	18	29	45	21
17	15	28	8	41	9	7
3	2	21	20	24	7	35
17	37	44	15	2	3	28
6	2	37	34	36	25	29
19	44	34	28	30	40	3
38	24	43	35	14	20	28
12	44	1	40	29	6	22
35	17	39	1	33	4	2
23	33	37	34	27	38	11
30	1	27	14	39	28	24
40	45	15	35	5	44	29
27	44	26	20	10	29	34
16	17	22	14	19	43	41
45	16	37	42	28	9	29
18	2	40	30	20	31	27
31	28	9	22	16	18	43
15	45	23	8	37	27	35
17	16	19	35	24	25	3
36	19	15	43	12	41	22
40	29	27	13	44	12	10
27	4	33	6	34	25	31
16	17	44	32	29	4	3
1	15	4	6	22	29	39
36	2	5	45	19	27	9
25	22	5	36	27	45	3
7	31	19	28	18	33	37
35	12	17	2	40	31	39
9	12	39	26	18	27	7
34	2	43	18	12	17	41
24	36	9	11	44	27	20
21	27	41	14	16	2	25
20	19	37	40	1	9	4
9	6	22	20	28	8	7
38	18	7	33	37	20	40
28	34	45	22	17	5	12
29	24	7	32	41	1	22
24	11	28	9	34	33	22
39	41	44	17	19	22	43
12	35	34	17	15	30	37
12	33	38	36	28	43	26
18	8	28	29	39	35	13
40	24	4	7	16	22	37
15	21	45	25	6	43	40
12	3	38	21	23	29	40
32	34	20	3	17	4	16
22	37	38	4	1	40	7
44	1	7	34	16	12	4
15	22	13	33	45	37	28
40	7	35	31	9	30	1
27	8	23	26	3	41	29
20	45	29	18	22	25	44
17	8	43	45	25	12	1
33	37	27	16	13	45	5
13	35	16	44	37	23	27
40	19	25	2	11	43	13
13	35	8	27	45	38	19
21	44	26	27	22	36	20
20	38	34	21	3	16	37
7	40	8	20	17	4	30
42	13	33	44	39	29	27
20	32	4	8	29	37	40
4	33	16	28	45	11	24
25	33	4	36	45	41	43
11	16	28	25	22	21	41
44	2	1	45	20	35	36
28	20	15	14	34	31	2
6	15	23	28	20	19	3
11	1	37	33	40	26	7
8	12	3	37	7	17	39
8	29	11	33	3	35	26
11	27	31	30	3	1	4
41	15	2	43	36	11	39
33	6	25	3	37	43	21
16	25	14	2	27	6	4
39	40	6	2	35	19	11
32	41	5	37	3	29	43
21	33	20	23	40	2	19
7	10	27	31	43	23	25
19	21	20	22	17	33	23
15	4	7	2	36	17	6
43	12	5	34	19	15	2
27	24	16	25	32	17	13
12	17	41	16	25	40	38
27	42	25	7	45	30	19
45	32	3	24	15	29	37
27	25	44	33	6	15	31
9	13	33	22	16	34	1
21	36	7	10	44	19	27
41	4	22	16	28	8	34
24	7	21	40	9	15	25
19	41	20	34	36	24	16
29	3	41	21	28	13	5
38	43	5	26	3	25	27
29	22	32	43	8	16	26
9	16	41	13	37	43	3
1	34	21	31	17	22	45
4	33	27	15	14	1	26
5	34	2	21	43	3	15
24	38	29	16	14	13	28
20	17	22	23	15	45	39
27	2	31	3	38	37	13
43	24	33	26	2	1	20
17	42	20	7	31	28	12
3	43	19	23	2	41	39
39	25	17	4	5	34	43
4	2	12	22	20	17	38
22	23	36	34	20	25	33
1	41	2	17	13	11	7
19	27	45	42	30	37	17
28	17	30	41	5	16	34
35	6	37	22	43	36	14
25	4	10	35	27	39	36
45	3	21	28	24	34	31
1	17	7	24	26	12	34
34	22	14	8	6	16	29
44	38	28	43	25	15	23
33	5	41	7	31	1	43
34	41	8	40	28	31	37
28	33	2	15	11	13	41
43	21	22	18	16	20	32
33	20	7	32	39	2	30
4	15	38	19	28	3	44
40	33	5	44	16	17	3
15	45	39	7	11	25	38
3	4	45	40	24	33	39
28	22	38	12	34	33	5
28	5	39	31	45	33	35
32	34	21	28	19	24	45
44	31	37	17	20	34	39
12	17	11	6	14	16	7
27	24	5	34	20	9	8
2	33	12	19	4	44	17
42	45	20	4	43	7	25
38	24	10	19	7	12	27
11	12	39	24	29	6	36
45	14	4	33	19	20	3
26	16	14	36	25	29	45
35	43	10	24	17	9	34
16	44	2	17	1	32	34
13	24	37	26	17	12	27
42	7	36	23	39	29	16
16	25	28	13	23	17	21
39	31	7	37	2	22	21
21	41	32	5	15	29	7
23	45	22	42	9	29	28
22	34	7	4	32	45	41
35	17	12	44	42	40	7
13	40	35	30	39	1	15
30	8	43	12	17	5	28
19	33	18	25	37	31	43
7	41	1	3	36	23	37
28	16	2	32	15	20	5
32	6	16	23	27	25	37
15	31	8	3	40	20	19
23	18	28	29	19	38	8
22	34	17	14	35	2	8
41	13	30	2	45	28	34
18	36	7	40	30	9	12
27	36	14	37	42	25	7
2	37	26	17	42	33	27
7	39	45	38	1	30	9
43	15	5	26	21	40	35
17	43	8	33	25	13	4
17	26	38	7	36	45	9
8	2	29	33	30	24	12
22	6	35	37	11	30	40
45	23	5	4	33	1	29
25	3	8	38	18	21	27
20	30	32	27	3	41	5
38	40	21	9	22	6	20
40	14	34	27	10	30	36
4	20	17	10	16	41	7
23	45	20	27	32	41	8
25	15	4	6	20	28	23
36	2	25	3	26	1	35
7	21	15	42	24	28	20
44	15	28	36	25	24	37
15	27	45	7	13	18	10
2	1	24	26	19	43	37
30	40	37	39	36	4	22
15	21	34	25	45	18	19
26	24	20	17	34	39	36
37	12	1	44	34	33	30
31	23	7	42	1	29	16
43	5	16	3	42	2	28
1	24	16	31	36	25	35
3	15	18	40	28	13	14
2	18	19	1	21	28	8
31	7	38	13	4	25	43
18	37	10	27	6	20	33
39	36	6	22	38	19	34
41	21	10	27	35	45	23
16	27	39	6	31	13	23
36	5	30	12	4	43	35
22	23	27	13	39	21	32
32	31	11	30	17	45	43
38	32	37	9	17	19	1
21	11	43	10	35	9	45
45	38	21	24	17	3	12
36	13	33	45	34	15	31
35	20	38	11	42	9	43
24	43	21	25	1	13	36
11	15	16	9	3	33	5
43	36	7	30	14	9	26
14	10	37	22	1	29	3
31	44	35	28	16	24	18
19	24	39	34	26	43	44
4	9	19	21	17	10	28
25	34	41	18	24	29	23
18	35	3	30	36	2	39
11	39	23	28	36	19	32
25	33	40	5	29	42	22
32	12	3	23	40	2	19
23	3	15	34	40	5	22
26	7	8	22	39	25	20
29	3	41	14	23	6	2
25	36	24	27	38	32	6
35	11	43	15	3	10	6
20	14	17	8	3	21	2
33	5	1	20	25	39	21
28	19	18	14	5	20	16
42	36	12	1	6	29	15
35	44	45	24	9	21	1
5	7	9	44	22	2	19
22	29	33	10	13	11	2
2	30	33	18	21	37	17
12	7	25	35	10	4	1
40	22	45	21	36	44	24
1	31	11	14	43	30	33
3	6	1	18	34	21	15
11	22	18	17	25	21	12
5	30	2	19	37	11	28
43	41	37	14	9	2	31
6	32	42	3	25	7	29
27	3	5	26	2	44	11
33	34	30	38	2	44	15
17	11	24	15	3	18	39
45	6	10	43	16	15	36
26	15	25	8	41	28	16
30	39	9	11	44	17	1
28	5	4	1	12	44	15
19	21	15	22	26	39	45
1	44	20	41	24	12	45
19	28	31	5	45	41	9
19	5	26	29	39	16	32
36	42	1	27	8	11	12
9	20	12	6	38	35	18
41	5	13	40	9	18	29
12	26	13	7	35	21	41
32	40	2	34	26	1	21
16	2	36	45	3	34	42
42	19	30	29	1	3	44
27	42	21	23	35	37	44
10	2	24	8	27	28	18
15	39	28	25	17	10	31
20	8	37	33	5	34	36
13	35	43	26	20	38	32
38	16	34	9	41	44	4
2	6	30	9	28	37	32
43	37	23	6	9	3	13
21	17	37	44	32	40	38
37	44	15	6	16	14	35
13	15	29	8	7	5	14
21	18	17	6	37	33	4
24	13	25	43	18	22	45
3	6	26	29	38	24	25
12	39	27	44	26	6	32
38	8	20	33	12	16	14
21	44	26	20	19	37	1
34	12	9	15	6	33	5
16	38	9	8	44	35	39
17	2	6	26	11	22	45
27	8	41	31	24	9	44
1	3	21	31	7	14	24
24	19	18	26	20	7	21
19	5	20	41	44	18	43
12	38	39	9	3	26	33
44	30	15	2	17	3	23
33	19	11	3	23	21	24
20	2	1	44	18	33	13
25	2	1	18	37	6	19
9	6	30	38	16	7	31
41	26	28	33	3	6	32
42	33	9	6	2	43	36
44	14	25	43	19	21	18
1	15	4	32	11	9	37
17	19	6	14	32	34	25
7	31	22	36	39	24	23
5	1	16	23	29	18	44
16	29	37	13	41	11	42
36	3	33	6	38	44	37
21	9	42	33	3	35	25
44	29	42	36	22	25	41
22	23	3	20	37	8	41
25	22	24	9	12	30	1
18	43	24	33	34	23	8
36	2	23	37	19	35	5
24	35	6	25	18	12	19
31	10	19	40	16	1	21
22	35	42	1	31	39	34
11	6	16	2	23	13	40
5	45	40	42	7	4	17
1	10	6	19	9	29	8
4	26	3	12	2	17	32
21	35	40	20	14	5	8
13	41	4	9	36	14	7
45	38	10	14	7	19	17
19	15	16	31	42	17	37
37	20	18	8	35	11	31
13	5	1	21	11	3	35
25	38	14	36	33	20	18
25	8	2	28	33	37	10
14	6	45	22	33	12	38
2	20	4	23	45	41	30
44	35	37	26	12	39	4
3	38	21	10	28	40	8
4	19	24	33	30	2	38
44	43	26	3	39	22	5
35	42	26	39	28	25	12
18	45	21	25	11	29	42
27	13	18	38	42	33	22
17	41	24	16	39	5	11
29	5	23	34	35	21	42
34	6	32	18	44	20	33
14	20	1	17	19	8	5
39	26	5	18	2	16	28
8	24	32	5	35	7	17
39	9	12	30	33	45	5
19	41	6	15	45	1	5
44	20	37	4	8	33	6
38	19	2	36	14	21	4
33	32	15	26	40	6	25
40	30	26	1	19	12	8
21	26	30	3	13	20	33
21	25	34	2	18	3	5
31	32	12	35	28	22	42
24	44	40	33	36	23	38
42	14	19	7	28	4	18
17	8	28	34	41	42	6
3	1	24	22	26	44	19
38	26	36	20	9	15	44
6	22	9	38	3	44	11
33	32	16	13	6	4	15
19	14	30	8	36	40	11
39	42	14	30	41	28	7
10	19	44	20	15	1	11
36	35	45	42	15	22	6
16	6	18	30	40	15	14
9	45	39	31	30	14	16
26	44	4	12	35	33	31
15	26	32	34	21	40	23
18	42	24	45	43	21	40
16	40	8	13	30	33	23
28	41	36	31	15	39	42
20	7	8	5	32	15	41
25	17	21	38	8	31	2
1	35	31	19	4	13	26
5	11	16	25	17	6	44
9	2	19	42	1	36	25
36	20	32	8	40	6	44
31	23	40	9	15	21	18
17	26	28	25	33	42	24
12	25	29	2	4	5	10
14	29	9	23	18	19	5
23	9	15	33	44	21	6
4	15	13	26	21	3	1
14	19	40	9	44	8	41
25	12	21	3	15	5	30
5	6	23	7	13	3	34
6	3	8	26	41	40	22
31	38	4	30	19	25	2
11	10	14	33	39	29	26
33	34	30	14	24	12	6
11	6	25	39	44	14	34
21	5	32	15	45	36	1
5	26	43	31	20	23	19
10	14	4	3	28	41	12
38	30	31	22	4	11	1
1	22	21	39	5	18	36
33	24	2	42	45	12	3
16	5	26	4	31	39	7
32	45	38	24	5	39	28
13	9	1	12	26	22	41
8	35	31	1	34	26	44
21	31	11	10	29	14	12
6	36	5	38	8	29	30
15	29	5	16	42	14	4
44	7	37	9	30	42	19
18	40	31	37	33	23	14
3	4	6	31	37	32	2
41	42	26	20	12	40	15
43	15	30	38	10	1	31
14	41	7	16	23	8	24
15	6	37	29	42	14	31
36	44	2	42	28	5	16
39	25	19	28	42	8	30
11	23	14	6	17	45	38
39	42	38	11	43	14	15
16	4	1	2	31	39	10
8	10	15	17	39	40	14
41	26	36	4	2	38	11
45	32	27	10	30	37	5
17	45	10	37	18	3	6
8	43	44	25	42	45	39
10	5	7	2	12	36	11
12	39	9	14	32	1	18
11	13	32	24	16	19	44
23	26	3	42	32	33	29
26	39	9	34	8	37	32
43	2	36	8	42	10	28
6	44	37	5	39	8	7
36	42	45	34	19	10	40
4	25	10	16	19	22	8
31	35	42	39	18	23	43
30	19	40	37	5	32	31
38	4	13	21	9	37	24
36	12	32	41	40	8	26
14	26	35	4	6	23	20
1	25	30	31	26	14	35
5	35	18	33	36	32	44
32	11	45	22	42	33	37
1	9	33	2	24	26	5
45	13	32	36	3	26	21
39	35	31	4	26	23	41
32	14	30	43	23	38	11
40	26	30	34	11	10	2
14	9	2	13	43	10	4
24	3	8	38	18	20	30
18	17	41	22	26	2	5
31	24	38	37	6	20	18
10	23	11	30	19	34	15
31	11	5	7	13	32	2
20	43	10	33	14	42	37
11	42	20	18	9	33	30
44	16	13	37	39	10	15
13	7	38	5	16	14	18
13	25	34	31	10	12	1
8	6	32	23	45	3	36
13	19	41	31	45	6	14
10	27	44	39	14	26	30
4	25	31	26	14	36	22
23	17	44	25	31	5	12
11	26	39	3	35	10	6
10	14	25	6	31	2	28
39	6	34	4	13	23	32
13	17	30	7	32	41	10
41	45	8	14	6	13	33
42	5	7	36	22	2	13
2	37	13	32	12	8	38
26	31	8	22	23	28	18
22	39	25	2	13	42	11
37	17	24	30	14	34	10
10	40	13	41	32	39	3
10	8	18	7	34	12	23
5	24	25	18	22	39	41
32	8	15	29	10	38	18
24	8	44	23	22	21	36
26	13	7	36	21	2	42
39	32	8	25	12	6	44
22	32	25	11	38	4	5
5	13	44	8	41	15	35
3	4	21	31	23	18	6
4	6	36	22	24	42	33
45	13	38	42	31	20	15
26	9	20	10	1	12	32
11	25	5	21	16	10	37
25	28	16	26	10	8	14
45	16	5	4	23	44	8
4	12	42	22	18	3	6
6	42	36	39	40	32	44
35	4	22	18	31	30	10
15	41	17	10	4	26	30
17	9	42	5	10	43	25
5	9	38	30	14	16	13
31	26	12	24	40	6	5
26	13	38	8	35	42	7
3	31	14	41	32	9	5
44	30	13	41	25	31	24
5	32	26	4	30	23	28
2	10	39	22	18	5	36
32	8	2	39	22	10	4
41	14	32	23	31	6	1
15	32	7	21	14	5	10
26	21	31	4	8	5	16
26	9	42	39	32	40	44
34	26	1	10	12	3	42
25	14	13	31	23	18	21
13	24	35	26	23	41	5
30	18	31	14	40	42	37
41	18	14	26	30	15	23
18	37	10	13	17	5	21
35	24	42	45	13	31	26
41	38	30	34	42	24	32
10	8	42	26	45	33	7
9	12	23	6	32	21	42
6	9	44	26	23	14	30
8	38	42	34	12	44	26
42	44	5	18	24	23	28
18	30	44	10	5	3	11
12	31	6	42	24	10	20
42	14	26	11	22	10	36
5	24	18	42	44	10	21
